,Gene,Ensembl,RNA tissue specificity,RNA tissue distribution,RNA tissue specificity score,RNA tissue specific nTPM,RNA single cell type specificity,RNA single cell type distribution,RNA single cell type specificity score,RNA single cell type specific nTPM,RNA single nuclei brain specificity,RNA single nuclei brain distribution,RNA single nuclei brain specificity score,RNA single nuclei brain specific nTPM,TAU score - Tissue,TAU score - Blood,TAU score - Brain,TAU score - Single Cell Type,TAU score - Single nuclei brain
0,ESRRG,ENSG00000196482,Tissue enhanced,Detected in many,,"{'kidney': '28.0', 'parathyroid gland': '44.8', 'retina': '35.0', 'stomach 1': '34.2'}",Group enriched,Detected in many,4,"{'Astrocytes': '313.7', 'Excitatory neurons': '401.0', 'Inhibitory neurons': '477.2', 'Oligodendrocyte precursor cells': '367.4', 'Oligodendrocytes': '203.5', 'Syncytiotrophoblasts': '201.4'}",Cell type enhanced,Detected in all,,{'bergmann glia': '2637.2'},0.65,Not detected,0.32,0.73,0.29
0,HNF4A,ENSG00000101076,Group enriched,Detected in some,4,"{'intestine': '99.3', 'kidney': '44.1', 'liver': '114.2'}",Cell type enhanced,Detected in some,,"{'Distal enterocytes': '163.1', 'Enteroendocrine cells': '66.0', 'Hepatocytes': '174.9', 'Intestinal goblet cells': '67.3', 'Paneth cells': '89.0', 'Proximal enterocytes': '137.0', 'Proximal tubular cells': '161.2', 'Undifferentiated cells': '78.6'}",Cell type enriched,Detected in some,30,{'choroid plexus epithelial cell': '43.2'},0.84,0.86,0.63,0.84,0.90
0,HNF4G,ENSG00000164749,Tissue enriched,Detected in some,7,{'intestine': '111.4'},Cell type enhanced,Detected in some,,"{'Astrocytes': '37.8', 'Distal enterocytes': '51.0', 'Enteroendocrine cells': '27.2', 'Intestinal goblet cells': '37.6', 'Oligodendrocyte precursor cells': '24.5', 'Paneth cells': '48.0', 'Proximal enterocytes': '135.8', 'Undifferentiated cells': '29.0'}",Cell type enhanced,Detected in many,,"{'astrocyte': '79.3', 'bergmann glia': '82.1', 'ependymal cell': '75.9', 'oligodendrocyte precursor cell': '42.8'}",0.86,Not detected,0.21,0.85,0.76
0,NR0B1,ENSG00000169297,Group enriched,Detected in some,7,"{'adrenal gland': '31.6', 'testis': '18.7'}",Cell type enhanced,Detected in some,,"{'Oligodendrocyte precursor cells': '9.9', 'Ovarian stromal cells': '5.9', 'Pancreatic endocrine cells': '32.3', 'Sertoli cells': '10.9'}",Group enriched,Detected in some,35,"{'committed oligodendrocyte precursor': '7.2', 'oligodendrocyte precursor cell': '21.5'}",0.89,Not detected,0.68,0.93,0.96
0,NR1D1,ENSG00000126368,Tissue enhanced,Detected in all,,{'skin 1': '315.5'},Cell type enhanced,Detected in many,,"{'Oocytes': '102.2', 'Squamous epithelial cells': '94.5', 'Suprabasal keratinocytes': '89.6'}",Low cell type specificity,Detected in all,,,0.40,0.62,0.17,0.46,0.40
0,NR1D2,ENSG00000174738,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Glandular and luminal cells': '125.9'},Low cell type specificity,Detected in all,,,0.26,0.59,0.14,0.34,0.13
0,NR1H2,ENSG00000131408,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.22,0.14,0.06,0.30,0.21
0,NR1H3,ENSG00000025434,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Hepatocytes': '58.2', 'Kupffer cells': '76.3', 'Late spermatids': '47.4', 'Proximal enterocytes': '67.3'}",Low cell type specificity,Detected in all,,,0.37,0.56,0.17,0.52,0.24
0,NR1H4,ENSG00000012504,Tissue enhanced,Detected in many,,"{'intestine': '38.1', 'liver': '116.9'}",Cell type enhanced,Detected in some,,"{'Cholangiocytes': '89.7', 'Granulosa cells': '87.5', 'Hepatocytes': '109.1', 'Oocytes': '59.6', 'Proximal enterocytes': '336.8', 'Proximal tubular cells': '149.8'}",Group enriched,Detected in some,5,"{'ependymal cell': '24.3', 'vascular associated smooth muscle cell': '13.6'}",0.83,Not detected,0.37,0.86,0.85
0,NR1I2,ENSG00000144852,Group enriched,Detected in some,8,"{'intestine': '30.4', 'liver': '46.0'}",Cell type enhanced,Detected in some,,"{'Distal enterocytes': '20.7', 'Hepatocytes': '25.9', 'Intestinal goblet cells': '6.6', 'Paneth cells': '9.6', 'Proximal enterocytes': '43.0', 'Undifferentiated cells': '7.9'}",Not detected,Not detected,,,0.92,0.98,Not detected,0.92,Not detected
0,NR1I3,ENSG00000143257,Tissue enriched,Detected in some,17,{'liver': '164.8'},Group enriched,Detected in some,11,"{'Hepatocytes': '128.5', 'Proximal tubular cells': '53.8'}",Group enriched,Detected in some,5,"{'eccentric medium spiny neuron': '2.5', 'medium spiny neuron': '7.0'}",0.93,Not detected,0.31,0.93,0.80
0,NR2C1,ENSG00000120798,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Inhibitory neurons': '70.4', 'Oocytes': '82.3'}",Low cell type specificity,Detected in all,,,0.26,0.30,0.20,0.40,0.11
0,NR2C2,ENSG00000177463,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Late spermatids': '70.6', 'Oligodendrocytes': '85.8'}",Low cell type specificity,Detected in all,,,0.17,0.59,0.06,0.41,0.16
0,NR2E1,ENSG00000112333,Group enriched,Detected in some,57,"{'brain': '24.2', 'choroid plexus': '8.0', 'retina': '29.7'}",Cell type enhanced,Detected in some,,"{'Astrocytes': '21.1', 'Inhibitory neurons': '8.0', 'Muller glia cells': '38.3', 'Oligodendrocyte precursor cells': '4.2', 'Oocytes': '5.1'}",Group enriched,Detected in some,4,"{'astrocyte': '15.9', 'CGE interneuron': '26.1', 'choroid plexus epithelial cell': '7.4'}",0.94,Not detected,0.35,0.95,0.86
0,NR2E3,ENSG00000278570,Tissue enriched,Detected in single,131,{'retina': '127.5'},Cell type enriched,Detected in some,26,{'Rod photoreceptor cells': '1337.9'},Cell type enhanced,Detected in some,,"{'endothelial cell': '6.8', 'fibroblast': '4.1'}",0.95,Not detected,0.25,0.94,0.79
0,NR2F1,ENSG00000175745,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Endometrial stromal cells': '324.1', 'Fibroblasts': '129.8', 'Lymphatic endothelial cells': '450.2', 'Mesothelial cells': '171.7'}",Cell type enhanced,Detected in many,,"{'fibroblast': '801.9', 'pericyte': '405.7'}",0.33,Not detected,0.08,0.68,0.46
0,NR2F2,ENSG00000185551,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Endometrial stromal cells': '531.7', 'Leydig cells': '502.6', 'Ovarian stromal cells': '463.5', 'Peritubular cells': '608.1', 'Smooth muscle cells': '484.3'}",Group enriched,Detected in many,4,"{'fibroblast': '309.0', 'midbrain-derived inhibitory': '334.6', 'pericyte': '559.7', 'vascular associated smooth muscle cell': '426.2'}",0.32,Not detected,0.21,0.49,0.58
0,NR2F6,ENSG00000160113,Tissue enhanced,Detected in all,,{'liver': '101.5'},Cell type enhanced,Detected in many,,"{'Cone photoreceptor cells': '156.3', 'Distal enterocytes': '159.2'}",Low cell type specificity,Detected in all,,,0.38,0.60,0.08,0.38,0.30
0,NR3C1,ENSG00000113580,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,"{'dendritic cells': '942.3', 'Excitatory neurons': '397.7'}",Low cell type specificity,Detected in all,,,0.21,0.26,0.11,0.42,0.19
0,NR3C2,ENSG00000151623,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Astrocytes': '252.0', 'Excitatory neurons': '266.6', 'Inhibitory neurons': '258.3', 'Microglial cells': '168.2', 'Oligodendrocyte precursor cells': '216.0'}",Low cell type specificity,Detected in all,,,0.41,0.79,0.17,0.64,0.17
0,NR4A1,ENSG00000123358,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Ovarian stromal cells': '1000.6'},Cell type enhanced,Detected in all,,"{'endothelial cell': '259.2', 'vascular associated smooth muscle cell': '497.8'}",0.26,0.85,0.29,0.34,0.58
0,NR4A2,ENSG00000153234,Tissue enhanced,Detected in all,,"{'adrenal gland': '128.7', 'bone marrow': '132.2', 'ovary': '125.1'}",Cell type enhanced,Detected in many,,"{'B-cells': '487.4', 'granulocytes': '905.2', 'Langerhans cells': '851.1', 'Macrophages': '641.6', 'monocytes': '761.0'}",Cell type enhanced,Detected in many,,{'vascular associated smooth muscle cell': '153.3'},0.40,0.74,0.37,0.46,0.52
0,NR4A3,ENSG00000119508,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Cardiomyocytes': '308.5', 'dendritic cells': '539.1', 'granulocytes': '438.3', 'Langerhans cells': '496.3', 'Macrophages': '221.3', 'monocytes': '285.1', 'Schwann cells': '282.3'}",Cell type enhanced,Detected in all,,"{'ependymal cell': '176.2', 'vascular associated smooth muscle cell': '160.7'}",0.43,Not detected,0.21,0.62,0.50
0,NR5A1,ENSG00000136931,Group enriched,Detected in some,5,"{'adrenal gland': '182.5', 'lymphoid tissue': '139.4'}",Group enriched,Detected in some,9,"{'Granulosa cells': '17.5', 'Leydig cells': '11.1', 'Ovarian stromal cells': '12.0', 'Peritubular cells': '7.6', 'Sertoli cells': '10.9'}",Not detected,Not detected,,,0.91,Not detected,0.93,0.94,Not detected
0,NR5A2,ENSG00000116833,Group enriched,Detected in many,5,"{'intestine': '17.3', 'liver': '37.4', 'pancreas': '59.2'}",Cell type enhanced,Detected in some,,"{'Adipocytes': '23.6', 'Cholangiocytes': '22.9', 'Distal enterocytes': '39.3', 'Ductal cells': '44.1', 'Endothelial cells': '35.7', 'Exocrine glandular cells': '59.6', 'Hepatocytes': '34.2', 'Paneth cells': '27.7', 'Proximal enterocytes': '41.5', 'Undifferentiated cells': '25.2'}",Cell type enriched,Detected in some,5,{'endothelial cell': '20.6'},0.76,0.80,0.41,0.81,0.80
0,NR6A1,ENSG00000148200,Tissue enriched,Detected in many,4,{'testis': '22.2'},Cell type enhanced,Detected in many,,"{'Excitatory neurons': '101.9', 'Extravillous trophoblasts': '171.8', 'Inhibitory neurons': '109.8', 'Oligodendrocyte precursor cells': '105.7', 'Spermatocytes': '75.7', 'Spermatogonia': '111.6'}",Low cell type specificity,Detected in all,,,0.74,0.89,0.23,0.61,0.22
0,PGR,ENSG00000082175,Group enriched,Detected in many,4,"{'cervix': '61.6', 'endometrium 1': '100.2', 'fallopian tube': '33.2', 'smooth muscle': '75.6'}",Cell type enhanced,Detected in many,,"{'Ciliated cells': '54.3', 'Early spermatids': '76.2', 'Endometrial stromal cells': '163.3', 'Glandular and luminal cells': '74.1', 'Late spermatids': '41.4', 'Secretory cells': '99.2'}",Group enriched,Detected in many,6,"{'endothelial cell': '121.0', 'ependymal cell': '32.7', 'fibroblast': '83.6', 'pericyte': '55.4', 'vascular associated smooth muscle cell': '37.6'}",0.73,Not detected,0.60,0.80,0.81
0,PPARA,ENSG00000186951,Tissue enhanced,Detected in all,,{'tongue': '40.9'},Cell type enhanced,Detected in many,,"{'Cardiomyocytes': '105.9', 'Hepatocytes': '125.1', 'Proximal enterocytes': '87.3', 'Rod photoreceptor cells': '144.6'}",Cell type enhanced,Detected in all,,{'choroid plexus epithelial cell': '180.2'},0.46,0.74,0.19,0.46,0.45
0,PPARD,ENSG00000112033,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Microglial cells': '56.4', 'Syncytiotrophoblasts': '98.1'}",Cell type enhanced,Detected in all,,"{'central nervous system macrophage': '227.5', 'endothelial cell': '368.9'}",0.19,0.42,0.07,0.48,0.38
0,PPARG,ENSG00000132170,Tissue enhanced,Detected in many,,{'adipose tissue': '157.6'},Cell type enhanced,Detected in many,,"{'Adipocytes': '238.2', 'Cytotrophoblasts': '114.9', 'Distal enterocytes': '118.5', 'Extravillous trophoblasts': '250.4', 'Syncytiotrophoblasts': '107.6'}",Low cell type specificity,Detected in many,,,0.56,Not detected,0.19,0.64,0.35
0,RARA,ENSG00000131759,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Langerhans cells': '105.0', 'monocytes': '161.7'}",Cell type enhanced,Detected in many,,{'leukocyte': '42.4'},0.20,0.51,0.21,0.47,0.44
0,RARB,ENSG00000077092,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Astrocytes': '39.3', 'Excitatory neurons': '64.5', 'Inhibitory neurons': '88.8'}",Cell type enhanced,Detected in all,,"{'eccentric medium spiny neuron': '647.3', 'medium spiny neuron': '638.2'}",0.34,Not detected,0.38,0.71,0.45
0,RARG,ENSG00000172819,Tissue enhanced,Detected in all,,"{'esophagus': '137.7', 'skin 1': '118.2'}",Cell type enhanced,Detected in many,,"{'Basal keratinocytes': '41.4', 'Basal squamous epithelial cells': '45.7', 'Squamous epithelial cells': '73.3', 'Suprabasal keratinocytes': '71.1'}",Low cell type specificity,Detected in many,,,0.44,0.60,0.16,0.59,0.44
0,RORA,ENSG00000069667,Tissue enhanced,Detected in all,,{'skin 1': '80.2'},Cell type enhanced,Detected in many,,"{'Astrocytes': '2015.7', 'Excitatory neurons': '605.4', 'Inhibitory neurons': '1009.6', 'Microglial cells': '722.9', 'Oligodendrocyte precursor cells': '1430.1'}",Cell type enhanced,Detected in all,,{'cerebellar inhibitory': '11925.0'},0.45,0.62,0.15,0.54,0.25
0,RORB,ENSG00000198963,Tissue enriched,Detected in many,5,{'retina': '53.9'},Cell type enhanced,Detected in many,,"{'Astrocytes': '373.4', 'Bipolar cells': '208.2', 'Endometrial stromal cells': '722.2', 'Excitatory neurons': '183.7', 'Horizontal cells': '553.3', 'Muller glia cells': '393.6', 'Rod photoreceptor cells': '165.5'}",Group enriched,Detected in many,6,"{'astrocyte': '417.3', 'bergmann glia': '204.4', 'deep-layer intratelencephalic': '317.9', 'midbrain-derived inhibitory': '722.3', 'thalamic excitatory': '191.1', 'upper-layer intratelencephalic': '226.0'}",0.84,Not detected,0.38,0.80,0.61
0,RORC,ENSG00000143365,Tissue enhanced,Detected in many,,"{'liver': '84.1', 'skeletal muscle': '123.5'}",Cell type enhanced,Detected in many,,"{'Distal tubular cells': '33.8', 'Hepatocytes': '50.4', 'Proximal enterocytes': '31.2'}",Group enriched,Detected in some,4,"{'choroid plexus epithelial cell': '14.8', 'ependymal cell': '21.7'}",0.54,0.87,0.74,0.65,0.88
0,RXRA,ENSG00000186350,Tissue enhanced,Detected in all,,{'skeletal muscle': '102.7'},Cell type enhanced,Detected in many,,"{'Hepatocytes': '194.8', 'Kupffer cells': '136.4', 'monocytes': '168.7'}",Low cell type specificity,Detected in all,,,0.38,0.64,0.12,0.42,0.36
0,RXRB,ENSG00000204231,Low tissue specificity,Detected in many,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.25,0.50,0.50,0.21,0.06
0,RXRG,ENSG00000143171,Tissue enhanced,Detected in many,,"{'pituitary gland': '29.1', 'retina': '23.5', 'skeletal muscle': '47.9'}",Group enriched,Detected in some,4,"{'Cone photoreceptor cells': '86.7', 'Melanocytes': '42.9'}",Cell type enhanced,Detected in many,,"{'eccentric medium spiny neuron': '44.3', 'medium spiny neuron': '29.6'}",0.71,Not detected,0.31,0.89,0.64
0,THRA,ENSG00000126351,Tissue enriched,Detected in all,5,{'brain': '402.5'},Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.40,0.49,0.09,0.35,0.13
0,THRB,ENSG00000151090,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,"{'Astrocytes': '188.9', 'Excitatory neurons': '665.2', 'Inhibitory neurons': '603.8', 'Oligodendrocyte precursor cells': '308.9'}",Low cell type specificity,Detected in all,,,0.40,0.90,0.23,0.66,0.20
0,VDR,ENSG00000111424,Tissue enriched,Detected in many,4,{'parathyroid gland': '228.2'},Cell type enhanced,Detected in many,,"{'Distal enterocytes': '125.5', 'monocytes': '89.1', 'Proximal enterocytes': '81.2', 'Schwann cells': '88.9', 'Undifferentiated cells': '56.2'}",Cell type enriched,Detected in some,8,{'leukocyte': '11.3'},0.70,0.68,0.46,0.68,0.87
0,AEBP1,ENSG00000106624,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Fibroblasts': '277.4', 'Leydig cells': '148.2', 'Melanocytes': '115.1', 'Mesothelial cells': '112.7', 'Ovarian stromal cells': '158.2', 'Peritubular cells': '480.3', 'Smooth muscle cells': '212.0'}",Group enriched,Detected in many,13,"{'astrocyte': '112.8', 'ependymal cell': '79.3', 'fibroblast': '153.2', 'vascular associated smooth muscle cell': '173.4'}",0.27,0.89,0.18,0.71,0.77
0,ARHGAP35,ENSG00000160007,Low tissue specificity,Detected in all,,,Cell type enriched,Detected in many,6,{'Late spermatids': '679.7'},Low cell type specificity,Detected in all,,,0.26,Not detected,0.05,0.52,0.21
0,BPTF,ENSG00000171634,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.22,0.36,0.12,0.19,0.10
0,BRF2,ENSG00000104221,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in many,,,Low cell type specificity,Detected in all,,,0.31,0.17,0.05,0.39,0.26
0,CARF,ENSG00000138380,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,{'Oligodendrocytes': '61.5'},Low cell type specificity,Detected in all,,,0.36,0.56,0.11,0.49,0.19
0,CC2D1A,ENSG00000132024,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,"{'Distal enterocytes': '99.3', 'Rod photoreceptor cells': '102.4'}",Low cell type specificity,Detected in all,,,0.29,Not detected,0.10,0.38,0.17
0,CEBPZ,ENSG00000115816,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,{'Early spermatids': '342.3'},Low cell type specificity,Detected in all,,,0.17,0.13,0.10,0.31,0.16
0,CENPA,ENSG00000115163,Tissue enhanced,Detected in some,,{'lymphoid tissue': '13.0'},Cell type enhanced,Detected in many,,"{'Cytotrophoblasts': '17.0', 'Erythroid cells': '37.7', 'Extravillous trophoblasts': '32.8', 'Plasma cells': '22.3', 'Spermatocytes': '18.6', 'Spermatogonia': '29.9', 'Undifferentiated cells': '25.7'}",Low cell type specificity,Detected in many,,,0.83,Not detected,Not detected,0.76,0.30
0,CENPS,ENSG00000175279,Tissue enhanced,Detected in all,,{'testis': '47.3'},Cell type enhanced,Detected in many,,"{'Early spermatids': '218.0', 'Late spermatids': '127.7', 'Oocytes': '277.2', 'Spermatocytes': '167.0'}",Low cell type specificity,Detected in all,,,0.47,0.37,0.28,0.65,0.32
0,CENPT,ENSG00000102901,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,{'Spermatocytes': '83.4'},Low cell type specificity,Detected in all,,,0.41,0.17,0.08,0.37,0.16
0,CENPX,ENSG00000169689,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,{'Extravillous trophoblasts': '541.7'},Low cell type specificity,Detected in all,,,0.22,0.08,0.08,0.36,0.24
0,CGGBP1,ENSG00000163320,Low tissue specificity,Detected in all,,,Low cell type specificity,Detected in all,,,Low cell type specificity,Detected in all,,,0.18,0.17,0.07,0.13,0.15
0,CHCHD3,ENSG00000106554,Group enriched,Detected in all,4,"{'heart muscle': '121.2', 'skeletal muscle': '339.4', 'tongue': '234.0'}",Cell type enhanced,Detected in all,,{'Cardiomyocytes': '267.9'},Low cell type specificity,Detected in all,,,0.40,0.15,0.08,0.33,0.09
0,CPEB1,ENSG00000214575,Tissue enhanced,Detected in many,,"{'brain': '35.4', 'testis': '31.5'}",Cell type enhanced,Detected in many,,"{'Excitatory neurons': '67.6', 'Inhibitory neurons': '42.4', 'Oligodendrocytes': '182.9', 'Oocytes': '159.5', 'Spermatocytes': '35.9', 'Spermatogonia': '63.9'}",Cell type enhanced,Detected in all,,{'oligodendrocyte': '238.9'},0.58,0.86,0.12,0.83,0.40
0,CSRNP1,ENSG00000144655,Tissue enhanced,Detected in all,,{'bone marrow': '190.9'},Low cell type specificity,Detected in many,,,Cell type enhanced,Detected in all,,{'endothelial cell': '25.6'},0.33,0.54,0.14,0.36,0.51
0,CSRNP2,ENSG00000110925,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,{'Gastric mucus-secreting cells': '50.7'},Low cell type specificity,Detected in all,,,0.23,0.68,0.06,0.43,0.14
